cluster,length,contig_id,per_identity,rep
Cluster 1255,1461,t1_NODE_453_length_1461_cov_3.758179,98.15,False
Cluster 1255,1080,t1_NODE_1167_length_1080_cov_3.892683,90.19,False
Cluster 1255,1482,t1_NODE_434_length_1482_cov_2.629993,88.80,False
Cluster 1255,1504,t1_NODE_409_length_1504_cov_4.473430,94.88,False
Cluster 1255,1430,t1_NODE_572_length_1430_cov_3.820364,96.08,False
Cluster 1255,1247,t1_NODE_815_length_1247_cov_4.099832,99.84,False
Cluster 1255,1005,t1_NODE_790_length_1005_cov_3.247368,91.14,False
Cluster 1255,1263,t1_NODE_182_length_1263_cov_2.754139,98.18,False
Cluster 1255,1721,t1_NODE_226_length_1721_cov_4.867947,86.81,False
Cluster 1255,1219,t1_NODE_286_length_1219_cov_3.034364,99.84,False
Cluster 1255,1702,t1_NODE_385_length_1702_cov_6.445052,90.31,False
Cluster 1255,1466,t1_NODE_790_length_1466_cov_7.062367,94.95,False
Cluster 1255,1262,t1_NODE_667_length_1262_cov_2.792875,95.72,False
Cluster 1255,1453,t1_NODE_332_length_1453_cov_4.914163,98.14,False
Cluster 1255,1318,t1_NODE_380_length_1318_cov_4.065717,99.17,False
Cluster 1256,1077,t1_NODE_1161_length_1077_cov_2.248532,99.16,False
Cluster 1256,1336,t1_NODE_712_length_1336_cov_4.247463,98.13,False
Cluster 1256,2406,t1_NODE_91_length_2406_cov_7.712037,100.00,True
Cluster 1256,1250,t1_NODE_299_length_1250_cov_3.965690,98.08,False
Cluster 1256,1226,t1_NODE_933_length_1226_cov_10.128096,88.01,False
Cluster 1256,1153,t1_NODE_1322_length_1153_cov_9.537341,94.28,False
Cluster 1256,1089,t1_NODE_1795_length_1089_cov_2.454545,95.87,False
Cluster 1256,1023,t1_NODE_2155_length_1023_cov_3.738636,90.13,False
Cluster 1256,1060,t1_NODE_876_length_1060_cov_4.612935,97.45,False
Cluster 1256,1110,t1_NODE_638_length_1110_cov_6.039810,98.38,False
Cluster 1257,2406,t1_NODE_92_length_2406_cov_5.728626,100.00,True
Cluster 1258,1462,t1_NODE_375_length_1462_cov_4.731343,99.59,False
Cluster 1258,2406,t1_NODE_224_length_2406_cov_4.338154,100.00,True
Cluster 1259,1055,t1_NODE_807_length_1055_cov_4.555000,93.84,False
Cluster 1259,1079,t1_NODE_1198_length_1079_cov_4.172852,96.57,False
Cluster 1259,2405,t1_NODE_119_length_2405_cov_5.991915,100.00,True
Cluster 1259,1183,t1_NODE_383_length_1183_cov_3.958333,89.69,False
Cluster 1259,1259,t1_NODE_1024_length_1259_cov_2.667774,94.04,False
Cluster 1259,1005,t1_NODE_1957_length_1005_cov_4.213684,89.75,False
Cluster 1260,2405,t1_NODE_142_length_2405_cov_9.253617,100.00,True
Cluster 1260,1554,t1_NODE_678_length_1554_cov_6.757839,95.50,False
Cluster 1260,1138,t1_NODE_911_length_1138_cov_4.470914,90.07,False
Cluster 1260,1008,t1_NODE_2665_length_1008_cov_7.003148,99.90,False
Cluster 1261,2405,t1_NODE_122_length_2405_cov_1.648085,100.00,True
Cluster 1262,1075,t1_NODE_119_length_1075_cov_9.514706,94.05,False
Cluster 1262,1182,t1_NODE_357_length_1182_cov_5.487134,99.49,False
Cluster 1262,1711,t1_NODE_105_length_1711_cov_6.349034,99.82,False
Cluster 1262,1461,t1_NODE_45_length_1461_cov_8.892603,99.59,False
Cluster 1262,2211,t1_NODE_57_length_2211_cov_7.194805,87.79,False
Cluster 1262,1762,t1_NODE_71_length_1762_cov_4.864089,99.83,False
Cluster 1262,2040,t1_NODE_65_length_2040_cov_8.283123,99.51,False
Cluster 1262,2156,t1_NODE_113_length_2156_cov_7.225607,97.63,False
Cluster 1262,2186,t1_NODE_123_length_2186_cov_4.808541,99.59,False
Cluster 1262,1103,t1_NODE_1038_length_1103_cov_2.920802,99.82,False
Cluster 1262,1228,t1_NODE_135_length_1228_cov_2.641944,99.35,False
Cluster 1262,2058,t1_NODE_160_length_2058_cov_5.363954,99.56,False
Cluster 1262,1778,t1_NODE_7_length_1778_cov_8.480557,99.27,False
Cluster 1262,2051,t1_NODE_170_length_2051_cov_9.252505,99.37,False
Cluster 1262,2180,t1_NODE_82_length_2180_cov_7.137412,96.74,False
Cluster 1262,1465,t1_NODE_115_length_1465_cov_3.364539,99.52,False
Cluster 1262,1943,t1_NODE_73_length_1943_cov_6.598517,99.79,False
Cluster 1262,2229,t1_NODE_45_length_2229_cov_4.447102,99.10,False
Cluster 1262,1749,t1_NODE_90_length_1749_cov_9.863046,99.60,False
Cluster 1262,1874,t1_NODE_287_length_1874_cov_7.422760,99.68,False
Cluster 1262,2405,t1_NODE_172_length_2405_cov_8.742979,100.00,True
Cluster 1262,1890,t1_NODE_94_length_1890_cov_3.604360,99.52,False
Cluster 1262,2049,t1_NODE_163_length_2049_cov_4.120863,99.02,False
Cluster 1262,1172,t1_NODE_20_length_1172_cov_2.949866,99.32,False
Cluster 1262,1185,t1_NODE_515_length_1185_cov_4.382301,99.49,False
Cluster 1263,1204,t1_NODE_820_length_1204_cov_3.262837,93.69,False
Cluster 1263,1118,t1_NODE_2787_length_1118_cov_4.432738,97.41,False
Cluster 1263,1280,t1_NODE_388_length_1280_cov_2.835918,88.98,False
Cluster 1263,2251,t1_NODE_174_length_2251_cov_6.083789,94.89,False
Cluster 1263,2100,t1_NODE_167_length_2100_cov_5.522738,95.43,False
Cluster 1263,1008,t1_NODE_1018_length_1008_cov_2.517314,97.52,False
Cluster 1263,1041,t1_NODE_772_length_1041_cov_1.675456,93.95,False
Cluster 1263,2405,t1_NODE_225_length_2405_cov_5.787660,100.00,True
Cluster 1264,2404,t1_NODE_67_length_2404_cov_4.343550,100.00,True
Cluster 1265,1322,t1_NODE_240_length_1322_cov_8.248619,90.02,False
Cluster 1265,1555,t1_NODE_100_length_1555_cov_11.754000,89.45,False
Cluster 1265,1577,t1_NODE_1012_length_1577_cov_16.978318,88.78,False
Cluster 1265,1149,t1_NODE_378_length_1149_cov_8.525594,90.69,False
Cluster 1265,1175,t1_NODE_542_length_1175_cov_5.597321,96.85,False
Cluster 1265,1589,t1_NODE_337_length_1589_cov_11.887875,88.67,False
Cluster 1265,1513,t1_NODE_479_length_1513_cov_19.449246,90.35,False
Cluster 1265,1105,t1_NODE_178_length_1105_cov_3.911429,92.04,False
Cluster 1265,1687,t1_NODE_321_length_1687_cov_13.378064,86.78,False
Cluster 1265,1546,t1_NODE_105_length_1546_cov_6.694165,85.51,False
Cluster 1265,1620,t1_NODE_370_length_1620_cov_14.269649,88.33,False
Cluster 1265,1156,t1_NODE_608_length_1156_cov_8.841054,91.70,False
Cluster 1265,2075,t1_NODE_49_length_2075_cov_5.723267,94.41,False
Cluster 1265,1246,t1_NODE_305_length_1246_cov_11.562552,91.25,False
Cluster 1265,2403,t1_NODE_46_length_2403_cov_7.113288,100.00,True
Cluster 1265,1589,t1_NODE_158_length_1589_cov_9.726858,87.48,False
Cluster 1265,2111,t1_NODE_53_length_2111_cov_7.276265,94.08,False
Cluster 1265,1657,t1_NODE_439_length_1657_cov_6.413233,85.94,False
Cluster 1265,2134,t1_NODE_250_length_2134_cov_15.262626,93.49,False
Cluster 1265,2016,t1_NODE_109_length_2016_cov_13.304437,94.44,False
Cluster 1265,1596,t1_NODE_209_length_1596_cov_11.727450,88.53,False
Cluster 1265,1951,t1_NODE_423_length_1951_cov_9.578586,96.77,False
Cluster 1266,2401,t1_NODE_29_length_2401_cov_6.435635,100.00,True
Cluster 1267,1397,t1_NODE_112_length_1397_cov_7.110283,92.20,False
Cluster 1267,1238,t1_NODE_300_length_1238_cov_2.306002,97.82,False
Cluster 1267,1197,t1_NODE_82_length_1197_cov_2.506130,97.24,False
Cluster 1267,1343,t1_NODE_226_length_1343_cov_4.208075,97.47,False
Cluster 1267,1116,t1_NODE_101_length_1116_cov_8.517436,97.76,False
Cluster 1267,1669,t1_NODE_262_length_1669_cov_4.987608,87.66,False
Cluster 1267,1400,t1_NODE_122_length_1400_cov_3.834944,97.36,False
Cluster 1267,2401,t1_NODE_240_length_2401_cov_9.111253,100.00,True
Cluster 1267,1334,t1_NODE_627_length_1334_cov_5.449570,99.48,False
Cluster 1267,1621,t1_NODE_371_length_1621_cov_7.249042,86.43,False
Cluster 1267,1255,t1_NODE_85_length_1255_cov_2.336667,97.53,False
Cluster 1267,1289,t1_NODE_378_length_1289_cov_5.990276,97.52,False
Cluster 1267,1339,t1_NODE_386_length_1339_cov_3.524143,92.76,False
Cluster 1267,1244,t1_NODE_188_length_1244_cov_3.848612,97.67,False
Cluster 1267,1509,t1_NODE_108_length_1509_cov_2.396149,93.44,False
Cluster 1267,1597,t1_NODE_157_length_1597_cov_3.347601,90.04,False
Cluster 1267,1309,t1_NODE_232_length_1309_cov_4.143541,95.34,False
Cluster 1267,1303,t1_NODE_920_length_1303_cov_5.940705,97.70,False
Cluster 1267,1285,t1_NODE_111_length_1285_cov_4.742276,99.14,False
Cluster 1267,1346,t1_NODE_143_length_1346_cov_4.633617,94.87,False
Cluster 1267,1391,t1_NODE_236_length_1391_cov_2.836826,97.56,False
Cluster 1267,1398,t1_NODE_483_length_1398_cov_5.493671,93.99,False
Cluster 1267,1312,t1_NODE_417_length_1312_cov_4.677009,94.51,False
Cluster 1267,1363,t1_NODE_336_length_1363_cov_4.032110,98.90,False
Cluster 1267,1833,t1_NODE_501_length_1833_cov_8.221597,85.87,False
Cluster 1268,2401,t1_NODE_3_length_2401_cov_12.606991,100.00,True
Cluster 1269,2401,t1_NODE_226_length_2401_cov_5.273231,100.00,True
Cluster 1270,2400,t1_NODE_241_length_2400_cov_4.411087,100.00,True
Cluster 1270,1110,t1_NODE_640_length_1110_cov_3.200000,89.01,False
Cluster 1270,2295,t1_NODE_197_length_2295_cov_3.404911,91.50,False
Cluster 1271,2400,t1_NODE_90_length_2400_cov_3.023881,100.00,True
Cluster 1271,1320,t1_NODE_880_length_1320_cov_6.223715,99.55,False
Cluster 1272,1267,t1_NODE_776_length_1267_cov_3.270627,87.06,False
Cluster 1272,2400,t1_NODE_121_length_2400_cov_3.449893,100.00,True
Cluster 1272,1127,t1_NODE_716_length_1127_cov_3.374067,87.58,False
Cluster 1273,2398,t1_NODE_242_length_2398_cov_4.217243,100.00,True
Cluster 1273,1114,t1_NODE_637_length_1114_cov_1.921624,95.42,False
Cluster 1273,1110,t1_NODE_950_length_1110_cov_1.069194,96.13,False
Cluster 1274,2398,t1_NODE_39_length_2398_cov_5.734102,100.00,True
Cluster 1275,1274,t1_NODE_419_length_1274_cov_2.178835,87.68,False
Cluster 1275,2397,t1_NODE_143_length_2397_cov_4.833049,100.00,True
Cluster 1275,2090,t1_NODE_266_length_2090_cov_4.761671,90.91,False
Cluster 1276,1586,t1_NODE_95_length_1586_cov_2.273677,85.31,False
Cluster 1276,1149,t1_NODE_951_length_1149_cov_5.040219,97.82,False
Cluster 1276,1212,t1_NODE_207_length_1212_cov_3.143475,87.29,False
Cluster 1276,1153,t1_NODE_781_length_1153_cov_2.636612,99.22,False
Cluster 1276,1173,t1_NODE_1256_length_1173_cov_2.880143,85.42,False
Cluster 1276,1077,t1_NODE_491_length_1077_cov_4.559687,97.86,False
Cluster 1276,1097,t1_NODE_989_length_1097_cov_2.587332,97.90,False
Cluster 1276,2397,t1_NODE_60_length_2397_cov_6.052946,100.00,True
Cluster 1276,1057,t1_NODE_826_length_1057_cov_2.139721,89.88,False
Cluster 1276,1342,t1_NODE_1241_length_1342_cov_3.313908,91.43,False
Cluster 1277,2395,t1_NODE_70_length_2395_cov_4.657265,100.00,True
Cluster 1278,1626,t1_NODE_216_length_1626_cov_33.538511,95.33,False
Cluster 1278,2168,t1_NODE_241_length_2168_cov_39.165168,98.34,False
Cluster 1278,2395,t1_NODE_42_length_2395_cov_29.773932,100.00,True
Cluster 1278,2195,t1_NODE_138_length_2195_cov_45.557009,97.40,False
Cluster 1279,1104,t1_NODE_593_length_1104_cov_7.072450,93.39,False
Cluster 1279,1840,t1_NODE_143_length_1840_cov_14.347899,93.80,False
Cluster 1279,1169,t1_NODE_741_length_1169_cov_5.636445,92.73,False
Cluster 1279,1133,t1_NODE_431_length_1133_cov_3.373840,91.88,False
Cluster 1279,1058,t1_NODE_887_length_1058_cov_3.743769,92.34,False
Cluster 1279,1276,t1_NODE_413_length_1276_cov_5.090090,92.32,False
Cluster 1279,2395,t1_NODE_227_length_2395_cov_10.124359,100.00,True
Cluster 1280,2393,t1_NODE_47_length_2393_cov_3.328486,100.00,True
Cluster 1281,2393,t1_NODE_48_length_2393_cov_3.132164,100.00,True
Cluster 1282,2392,t1_NODE_94_length_2392_cov_11.973470,100.00,True
Cluster 1283,2392,t1_NODE_109_length_2392_cov_14.260591,100.00,True
Cluster 1284,1011,t1_NODE_834_length_1011_cov_4.123431,89.71,False
Cluster 1284,2392,t1_NODE_228_length_2392_cov_3.917843,100.00,True
Cluster 1285,1150,t1_NODE_215_length_1150_cov_3.059361,96.17,False
Cluster 1285,1395,t1_NODE_1453_length_1395_cov_1.982090,87.89,False
Cluster 1285,1290,t1_NODE_256_length_1290_cov_2.935223,92.64,False
Cluster 1285,1235,t1_NODE_339_length_1235_cov_2.098305,92.23,False
Cluster 1285,1184,t1_NODE_1021_length_1184_cov_2.635075,93.50,False
Cluster 1285,2391,t1_NODE_124_length_2391_cov_4.908390,100.00,True
Cluster 1285,1416,t1_NODE_82_length_1416_cov_7.705364,90.75,False
Cluster 1285,1233,t1_NODE_134_length_1233_cov_2.083192,95.78,False
Cluster 1285,1191,t1_NODE_1729_length_1191_cov_5.194542,95.63,False
Cluster 1286,1583,t1_NODE_197_length_1583_cov_4.185864,95.77,False
Cluster 1286,1249,t1_NODE_713_length_1249_cov_2.880235,99.12,False
Cluster 1286,1754,t1_NODE_72_length_1754_cov_3.133608,89.34,False
Cluster 1286,1901,t1_NODE_55_length_1901_cov_3.035753,98.26,False
Cluster 1286,2035,t1_NODE_425_length_2035_cov_5.614646,93.71,False
Cluster 1286,2283,t1_NODE_50_length_2283_cov_3.000449,86.29,False
Cluster 1286,2008,t1_NODE_151_length_2008_cov_5.067588,98.66,False
Cluster 1286,2093,t1_NODE_138_length_2093_cov_5.556428,94.22,False
Cluster 1286,1637,t1_NODE_308_length_1637_cov_2.797724,96.21,False
Cluster 1286,1927,t1_NODE_212_length_1927_cov_4.726496,92.22,False
Cluster 1286,1096,t1_NODE_324_length_1096_cov_2.027858,96.17,False
Cluster 1286,2078,t1_NODE_178_length_2078_cov_4.846762,97.74,False
Cluster 1286,1941,t1_NODE_119_length_1941_cov_7.377519,97.89,False
Cluster 1286,2198,t1_NODE_75_length_2198_cov_5.083061,90.35,False
Cluster 1286,1851,t1_NODE_186_length_1851_cov_4.899777,97.24,False
Cluster 1286,1866,t1_NODE_96_length_1866_cov_6.239094,96.68,False
Cluster 1286,1715,t1_NODE_123_length_1715_cov_3.138554,98.19,False
Cluster 1286,1268,t1_NODE_256_length_1268_cov_4.049464,90.69,False
Cluster 1286,1830,t1_NODE_319_length_1830_cov_3.772958,93.61,False
Cluster 1286,1567,t1_NODE_514_length_1567_cov_2.156085,98.34,False
Cluster 1286,2391,t1_NODE_174_length_2391_cov_7.087757,100.00,True
Cluster 1286,1998,t1_NODE_79_length_1998_cov_4.618116,96.10,False
Cluster 1286,1866,t1_NODE_228_length_1866_cov_5.167863,92.50,False
Cluster 1286,2066,t1_NODE_98_length_2066_cov_3.903033,98.60,False
Cluster 1286,1639,t1_NODE_213_length_1639_cov_4.943813,98.35,False
Cluster 1286,2020,t1_NODE_383_length_2020_cov_11.483461,97.38,False
Cluster 1287,1030,t1_NODE_546_length_1030_cov_1.766154,85.53,False
Cluster 1287,2391,t1_NODE_175_length_2391_cov_6.597175,100.00,True
Cluster 1288,2389,t1_NODE_245_length_2389_cov_5.436590,100.00,True
Cluster 1289,1113,t1_NODE_2_length_1113_cov_1.833648,99.82,False
Cluster 1289,1736,t1_NODE_47_length_1736_cov_5.621654,99.94,False
Cluster 1289,2007,t1_NODE_14_length_2007_cov_8.263832,98.36,False
Cluster 1289,1945,t1_NODE_59_length_1945_cov_6.001587,99.90,False
Cluster 1289,1757,t1_NODE_23_length_1757_cov_11.706228,99.77,False
Cluster 1289,1664,t1_NODE_166_length_1664_cov_4.453698,99.82,False
Cluster 1289,1687,t1_NODE_255_length_1687_cov_7.270221,99.53,False
Cluster 1289,1872,t1_NODE_56_length_1872_cov_5.092460,100.00,False
Cluster 1289,1761,t1_NODE_64_length_1761_cov_3.515240,99.89,False
Cluster 1289,2082,t1_NODE_395_length_2082_cov_7.459299,98.61,False
Cluster 1289,1973,t1_NODE_74_length_1973_cov_11.381648,99.59,False
Cluster 1289,2026,t1_NODE_145_length_2026_cov_28.384069,99.51,False
Cluster 1289,2205,t1_NODE_116_length_2205_cov_25.095349,98.96,False
Cluster 1289,1990,t1_NODE_73_length_1990_cov_9.124548,99.65,False
Cluster 1289,1691,t1_NODE_276_length_1691_cov_3.766504,99.88,False
Cluster 1289,2120,t1_NODE_14_length_2120_cov_11.909927,99.72,False
Cluster 1289,1726,t1_NODE_45_length_1726_cov_3.712747,99.65,False
Cluster 1289,1417,t1_NODE_11_length_1417_cov_5.323054,100.00,False
Cluster 1289,2017,t1_NODE_20_length_2017_cov_8.896534,99.60,False
Cluster 1289,2079,t1_NODE_43_length_2079_cov_8.809783,99.28,False
Cluster 1289,1686,t1_NODE_323_length_1686_cov_5.942367,99.94,False
Cluster 1289,1502,t1_NODE_17_length_1502_cov_4.964064,99.67,False
Cluster 1289,1002,t1_NODE_914_length_1002_cov_2.191130,99.70,False
Cluster 1289,2078,t1_NODE_47_length_2078_cov_12.591201,99.66,False
Cluster 1289,2262,t1_NODE_91_length_2262_cov_23.793838,98.36,False
Cluster 1289,1980,t1_NODE_46_length_1980_cov_11.582338,99.85,False
Cluster 1289,2035,t1_NODE_70_length_2035_cov_13.527778,99.21,False
Cluster 1289,1718,t1_NODE_4_length_1718_cov_5.095610,99.83,False
Cluster 1289,1850,t1_NODE_97_length_1850_cov_6.780501,99.84,False
Cluster 1289,1591,t1_NODE_136_length_1591_cov_3.291667,99.87,False
Cluster 1289,1780,t1_NODE_84_length_1780_cov_8.782609,99.94,False
Cluster 1289,1980,t1_NODE_246_length_1980_cov_10.451429,99.70,False
Cluster 1289,2101,t1_NODE_193_length_2101_cov_22.298631,98.43,False
Cluster 1289,1727,t1_NODE_41_length_1727_cov_9.791268,99.94,False
Cluster 1289,1820,t1_NODE_46_length_1820_cov_11.444759,98.85,False
Cluster 1289,1978,t1_NODE_30_length_1978_cov_10.899636,99.95,False
Cluster 1289,2389,t1_NODE_176_length_2389_cov_36.320908,100.00,True
Cluster 1289,2170,t1_NODE_148_length_2170_cov_12.252009,98.43,False
Cluster 1289,1928,t1_NODE_91_length_1928_cov_4.734116,99.90,False
Cluster 1289,2049,t1_NODE_162_length_2049_cov_22.866098,98.63,False
Cluster 1289,1909,t1_NODE_133_length_1909_cov_9.296117,99.84,False
Cluster 1289,2121,t1_NODE_82_length_2121_cov_16.313166,98.16,False
Cluster 1289,2235,t1_NODE_277_length_2235_cov_25.474771,96.15,False
Cluster 1290,1057,t1_NODE_124_length_1057_cov_3.782435,87.70,False
Cluster 1290,1015,t1_NODE_596_length_1015_cov_4.304167,89.75,False
Cluster 1290,1133,t1_NODE_985_length_1133_cov_7.407236,88.08,False
Cluster 1290,1219,t1_NODE_2144_length_1219_cov_7.076460,93.93,False
Cluster 1290,1055,t1_NODE_734_length_1055_cov_5.049000,85.50,False
Cluster 1290,1263,t1_NODE_740_length_1263_cov_3.183775,86.22,False
Cluster 1290,1092,t1_NODE_1082_length_1092_cov_3.852459,94.14,False
Cluster 1290,1077,t1_NODE_193_length_1077_cov_3.516634,88.12,False
Cluster 1290,1532,t1_NODE_443_length_1532_cov_2.690589,90.73,False
Cluster 1290,1077,t1_NODE_288_length_1077_cov_4.258317,96.56,False
Cluster 1290,1068,t1_NODE_978_length_1068_cov_4.043435,86.05,False
Cluster 1290,1039,t1_NODE_560_length_1039_cov_4.316057,86.81,False
Cluster 1290,1076,t1_NODE_1607_length_1076_cov_5.389814,85.22,False
Cluster 1290,1004,t1_NODE_352_length_1004_cov_6.344573,92.53,False
Cluster 1290,2389,t1_NODE_177_length_2389_cov_10.338475,100.00,True
Cluster 1290,1006,t1_NODE_972_length_1006_cov_2.592008,96.42,False
Cluster 1290,1069,t1_NODE_709_length_1069_cov_4.108481,86.06,False
Cluster 1290,1091,t1_NODE_2172_length_1091_cov_5.284749,94.59,False
Cluster 1290,1029,t1_NODE_2529_length_1029_cov_6.864476,89.80,False
Cluster 1291,2388,t1_NODE_246_length_2388_cov_8.465924,100.00,True
Cluster 1291,1305,t1_NODE_388_length_1305_cov_7.321600,94.41,False
Cluster 1291,1031,t1_NODE_850_length_1031_cov_3.055328,99.61,False
Cluster 1292,2072,t1_NODE_402_length_2072_cov_7.055528,99.03,False
Cluster 1292,1285,t1_NODE_697_length_1285_cov_5.267480,92.61,False
Cluster 1292,1989,t1_NODE_55_length_1989_cov_3.661841,85.17,False
Cluster 1292,1269,t1_NODE_254_length_1269_cov_2.725700,93.14,False
Cluster 1292,2026,t1_NODE_216_length_2026_cov_4.075089,97.43,False
Cluster 1292,2388,t1_NODE_178_length_2388_cov_7.030862,100.00,True
Cluster 1292,1414,t1_NODE_359_length_1414_cov_6.055923,86.28,False
Cluster 1292,1980,t1_NODE_121_length_1980_cov_4.351688,95.25,False
Cluster 1292,1739,t1_NODE_582_length_1739_cov_7.053444,99.88,False
Cluster 1293,1935,t1_NODE_169_length_1935_cov_4.200000,85.32,False
Cluster 1293,1253,t1_NODE_758_length_1253_cov_2.264608,87.71,False
Cluster 1293,2388,t1_NODE_107_length_2388_cov_4.363909,100.00,True
Cluster 1293,1026,t1_NODE_914_length_1026_cov_2.432544,99.12,False
Cluster 1294,2385,t1_NODE_70_length_2385_cov_9.243777,100.00,True
Cluster 1295,2201,t1_NODE_98_length_2201_cov_4.294501,96.09,False
Cluster 1295,1107,t1_NODE_955_length_1107_cov_5.315589,90.79,False
Cluster 1295,2385,t1_NODE_230_length_2385_cov_2.615021,100.00,True
Cluster 1296,2384,t1_NODE_4_length_2384_cov_74.181194,100.00,True
Cluster 1297,1610,t1_NODE_225_length_1610_cov_3.127974,85.22,False
Cluster 1297,1151,t1_NODE_1093_length_1151_cov_11.520073,98.52,False
Cluster 1297,1091,t1_NODE_1001_length_1091_cov_12.529923,99.18,False
Cluster 1297,2382,t1_NODE_231_length_2382_cov_14.252686,100.00,True
Cluster 1298,2381,t1_NODE_76_length_2381_cov_3.851677,100.00,True
Cluster 1299,2381,t1_NODE_77_length_2381_cov_3.687016,100.00,True
Cluster 1300,2381,t1_NODE_25_length_2381_cov_4.453568,100.00,True
Cluster 1301,1661,t1_NODE_303_length_1661_cov_4.486301,93.20,False
Cluster 1301,2380,t1_NODE_92_length_2380_cov_2.515269,100.00,True
Cluster 1301,1273,t1_NODE_765_length_1273_cov_2.057471,96.94,False
Cluster 1301,1071,t1_NODE_1169_length_1071_cov_5.553150,88.14,False
Cluster 1301,1100,t1_NODE_1515_length_1100_cov_3.443062,85.55,False
Cluster 1302,1686,t1_NODE_156_length_1686_cov_7.451257,86.95,False
Cluster 1302,1910,t1_NODE_535_length_1910_cov_6.326685,88.48,False
Cluster 1302,1161,t1_NODE_933_length_1161_cov_4.416817,98.28,False
Cluster 1302,2380,t1_NODE_93_length_2380_cov_2.258495,100.00,True
Cluster 1302,1167,t1_NODE_872_length_1167_cov_3.276978,97.60,False
Cluster 1302,1207,t1_NODE_970_length_1207_cov_3.074653,86.83,False
Cluster 1303,2380,t1_NODE_144_length_2380_cov_5.504516,100.00,True
Cluster 1303,1452,t1_NODE_477_length_1452_cov_5.055118,85.74,False
Cluster 1304,1032,t1_NODE_849_length_1032_cov_2.363357,99.03,False
Cluster 1304,2380,t1_NODE_126_length_2380_cov_7.201720,100.00,True
Cluster 1304,1714,t1_NODE_510_length_1714_cov_5.691380,88.39,False
Cluster 1305,1893,t1_NODE_108_length_1893_cov_2.598477,88.01,False
Cluster 1305,1114,t1_NODE_1000_length_1114_cov_3.402266,88.60,False
Cluster 1305,1104,t1_NODE_1233_length_1104_cov_2.388942,89.58,False
Cluster 1305,1288,t1_NODE_267_length_1288_cov_3.030008,88.20,False
Cluster 1305,2380,t1_NODE_21_length_2380_cov_3.324731,100.00,True
Cluster 1306,2380,t1_NODE_108_length_2380_cov_15.724301,100.00,True
Cluster 1307,2380,t1_NODE_109_length_2380_cov_6.052473,100.00,True
Cluster 1307,1116,t1_NODE_739_length_1116_cov_3.789821,85.84,False
Cluster 1308,2379,t1_NODE_26_length_2379_cov_8.979346,100.00,True
Cluster 1309,2379,t1_NODE_94_length_2379_cov_3.293890,100.00,True
Cluster 1310,2378,t1_NODE_233_length_2378_cov_5.179509,100.00,True
Cluster 1311,1497,t1_NODE_1184_length_1497_cov_5.151179,94.46,False
Cluster 1311,1092,t1_NODE_672_length_1092_cov_3.453230,96.52,False
Cluster 1311,1277,t1_NODE_713_length_1277_cov_3.369885,96.48,False
Cluster 1311,2027,t1_NODE_67_length_2027_cov_4.839249,90.77,False
Cluster 1311,1176,t1_NODE_853_length_1176_cov_3.307761,95.32,False
Cluster 1311,2377,t1_NODE_97_length_2377_cov_4.840655,100.00,True
Cluster 1311,1225,t1_NODE_642_length_1225_cov_3.681197,96.16,False
Cluster 1311,1093,t1_NODE_479_length_1093_cov_2.783237,95.43,False
Cluster 1311,1180,t1_NODE_1030_length_1180_cov_3.594667,95.51,False
Cluster 1311,1297,t1_NODE_932_length_1297_cov_3.164251,86.20,False
Cluster 1311,1005,t1_NODE_1956_length_1005_cov_4.706316,94.63,False
Cluster 1311,2200,t1_NODE_226_length_2200_cov_10.023776,95.77,False
Cluster 1311,1961,t1_NODE_125_length_1961_cov_4.462749,90.62,False
Cluster 1312,2376,t1_NODE_29_length_2376_cov_6.506678,100.00,True
Cluster 1312,1039,t1_NODE_3367_length_1039_cov_3.561992,97.69,False
Cluster 1312,1182,t1_NODE_839_length_1182_cov_2.174800,90.52,False
Cluster 1312,1183,t1_NODE_717_length_1183_cov_2.111702,97.38,False
Cluster 1312,2280,t1_NODE_167_length_2280_cov_4.809888,92.32,False
Cluster 1312,1075,t1_NODE_1054_length_1075_cov_2.094118,99.26,False
Cluster 1313,1315,t1_NODE_143_length_1315_cov_2.189683,89.51,False
Cluster 1313,1193,t1_NODE_316_length_1193_cov_2.817223,96.40,False
Cluster 1313,1290,t1_NODE_413_length_1290_cov_3.715789,95.66,False
Cluster 1313,1393,t1_NODE_131_length_1393_cov_2.960389,90.60,False
Cluster 1313,2376,t1_NODE_250_length_2376_cov_6.207238,100.00,True
Cluster 1313,1028,t1_NODE_520_length_1028_cov_1.507708,96.50,False
Cluster 1313,1227,t1_NODE_476_length_1227_cov_2.872014,85.98,False
Cluster 1313,1296,t1_NODE_252_length_1296_cov_2.999194,90.43,False
Cluster 1313,1666,t1_NODE_336_length_1666_cov_2.782123,89.14,False
Cluster 1313,1135,t1_NODE_810_length_1135_cov_2.022222,96.12,False
Cluster 1313,1345,t1_NODE_232_length_1345_cov_4.576744,92.04,False
Cluster 1313,1315,t1_NODE_290_length_1315_cov_2.426190,90.65,False
Cluster 1313,1195,t1_NODE_358_length_1195_cov_2.796491,87.28,False
Cluster 1313,1692,t1_NODE_400_length_1692_cov_5.447770,91.78,False
Cluster 1313,1464,t1_NODE_111_length_1464_cov_4.491128,90.30,False
Cluster 1313,1036,t1_NODE_22_length_1036_cov_3.470948,85.04,False
Cluster 1313,1432,t1_NODE_842_length_1432_cov_3.816267,88.97,False
